/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-2.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-38.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-56.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-74.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-0.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-1.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-10.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-11.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-12.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-13.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-14.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-15.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-16.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-17.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-18.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-19.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-20.jpg
/media/planetgazer8360/Elements/Object recognition projects/Datasets/Calthech256/256_ObjectCategories/001.ak47/r-21.jpg
